cc_num,trans_num,unix_time
30404291151692,3206c231dfa706297060a4d61c959aae,1387134477
30404291151692,bd0a622199fd1cfdd62cae6dfb73abe4,1387174859
30404291151692,748787fda1f314ab2747205c3d37b810,1387208698
30404291151692,7be7b08f18ec5a80a54da30b3a2d6387,1387208710
30551643947183,7d5398d499070e467073ed61392924aa,1386334020
30551643947183,e5a242a35dd37b3c3661dae9e1d5904c,1386338101
30551643947183,83369bd6cffba046759c2391a24f0cca,1386340716
30551643947183,5699cfaa65feb4b0f0eefcbcc6edbc7d,1386342530
30551643947183,afd01019d1367234c74be82323acf94d,1386342816
30551643947183,e452751bdf4299999f1cca0197286338,1386346215
30551643947183,f77cd9b44293908b2671bab4c258f36f,1386350744
30551643947183,92ac411bdbc65d32463600f53e5720b9,1386351692
30551643947183,616daa7de09f7eadd93dd1c3e1f493ba,1386356450
30551643947183,93160b31c5d6e5616e01a70da087f084,1386374378
30551643947183,0ade35a6df1fe19158f82ac2d6eba398,1386381440
30551643947183,cb18f021e07e249c4b3c4298e256f4ed,1386383922
30551643947183,1efb120ee9508077586d5956adac26ca,1386393184
30551643947183,727e03bbe612d0abe11b820cb2ee896b,1386398561
30561214688470,cd3fb17477b82a2a166bc79427b8d2c7,1386964014
30561214688470,85b4a16b174ee095885c91bde6edbf24,1386965746
30561214688470,74e77445a5e2dc022080fafc727f4e3a,1386967935
30561214688470,4509908a0061685a90079c87686be150,1386968044
30561214688470,eb424179a7bec894df8f3e1affb518d1,1387002468
30561214688470,755ceaa737eddba46e9be5c9d7e761ae,1387022587
30561214688470,ea1f5b74677eb2f26a61472ac27b669d,1387026168
30561214688470,9adb1e1cc45c50c30f3403f1c85cd36e,1387027357
30561214688470,bb1bd1d846a475f0f9daff405b54103f,1387027956
30561214688470,655adc5c7e2e3046f50d10ed0ad5b358,1387030360
30561214688470,576ba8349ae95a7136ed31b5a6074536,1387035536
30561214688470,9e32c9bdabd9262e5c84fd47a7a81472,1387041997
30561214688470,1cd2322bd398ce932eadd10677b22ff7,1387047582
36722699017270,c369337855de6b356af72c45a5bc0efd,1387487416
36722699017270,43aaccdcc786617414e7c5e97b4d51ab,1387493799
36722699017270,0169fe45ac86a324f205a5d02c6a608e,1387495022
36722699017270,2b90823419510dd928973ae7738c18b0,1387501068
36722699017270,eefadaa304a5399dcf95026dc026f72e,1387501764
36722699017270,a7ec2fa314dc4200988ea275ec0d82c2,1387507887
36722699017270,42d04f5f8cbdb040ef051fb2b641dcb3,1387521738
36722699017270,fed74df6a892b639487f79e893001847,1387528524
36722699017270,ddf24f9cfb000a900aa823873ea63b4b,1387537581
36722699017270,383bf161e7b9ed1063bb886331a7b457,1387540346
36722699017270,0228b1704af2e6ad15c0a74c286e1eb3,1387542616
36722699017270,595dacefe7d8e81f53094c85b8b786ab,1387545204
36722699017270,7893d8f4eb4c4943e6a79647f8e6981b,1387555496
36722699017270,7552b9de36d0910e1a51885e5e6a0079,1387556508
36722699017270,31dbc32bdaa1a1fe6e3ed8d9b5693e63,1387560408
36722699017270,d251bc38973eb93e0f87861bea110055,1387563480
36722699017270,c928b9a7fd4c987ae3319e7c971967c8,1387564712
36722699017270,c213b61f5d39f2d34098c72c19a8615b,1387564765
372520049757633,bc9685a2f1641e0451ff8b031aa4fc48,1386376189
372520049757633,b8039bd38de5d958389568b36d584e24,1386380330
372520049757633,cbcc229ac347772cc9b9d38223a38cae,1386388658
372520049757633,1de86db3a61a9d912d86ba51e37af721,1386390173
372520049757633,8e9c4863eb6286944ee860e36f628dba,1386394853
372520049757633,ee02c1a0c2e5b28c8a826cd8ddc7c75c,1386400078
372520049757633,6f77d7fc4e4bd4ad08834d669ac535ac,1386406495
372520049757633,4cb378251787a824ace94443fb0400e7,1386413766
372520049757633,1b7386ca4c547d54efd1db58bd8c320a,1386417630
372520049757633,ba04ce7639514199d5b2641b265054f7,1386418954
372520049757633,12188946b1fc457d20d2dfd2873b2767,1386419927
372520049757633,fe164dd0bcc33a63c4ec69608853ee30,1386421597
372520049757633,4c354e8dcbdd7f11a283312de9fdc8a4,1386423165
372520049757633,eb74ec28ffdca9c36bb9e5244de51ca1,1386423186
372520049757633,d1d97892d54a3130459371c3f87b05e1,1386423204
372520049757633,1b7267bc343d90bf98289e7119762b16,1386425875
372520049757633,b63469311a63c7f8de9867312d57d15f,1386427406
372520049757633,daa8c30bd295262a4c467956d792f882,1386431420
372520049757633,8230998ea88b84294fb60903c09c40a9,1386431544
372520049757633,2d79cf130ad3ee745ea141033b9d38dd,1386431818
372520049757633,d5593ba1c0d17ec3815b4055a68f1eac,1386433287
372520049757633,a206ee1999facf475ed9fd9df66798c7,1386435058
372520049757633,52a877004d04d6fa13c19ee287aa782c,1386435205
372520049757633,c575930080b3eaf588dda279b11bd027,1386439177
372520049757633,cbf876a6098a9f9fe8fe1ea3475744a6,1386440548
372520049757633,d071acd8c4d5841fb86e7f610a4ed392,1386447897
372520049757633,994b5f3d0eb159282dfbe2d06a63a4d2,1386449148
372520049757633,dbf22e537814e128562185a01a7eedaf,1386449303
372520049757633,6f8d5dd11bbf25849d51889e83206a18,1386451251
372520049757633,41dd338d12d49d27f11d8faa31913fca,1386451349
372520049757633,e908a1d0867f6fe426c1729273c79d47,1386452213
372520049757633,91b6bfbfd6b2f12ab084674355e07b9a,1386453503
372520049757633,7882a8d20666e449591d7861e566ab54,1386455908
372520049757633,d2c00f967c40e531d362066533807ed9,1386455940
372520049757633,4579272e3ee5a584164cd488c02455ac,1386459998
372520049757633,98590e6fa70d576382e0077adfe2557a,1386460066
4681601008538160,13a37451ba0c213b00d72ed2a5cc4e5f,1381234089
4681601008538160,4cfffb50f87df34c6465cc3b91af7f13,1381234387
4681601008538160,76a6493574ced1ef429f6d5ee8b926ea,1381234387
